================================================================================
  SAM ANNOTATION LOG
  Generated : 2026-04-19 14:04:01
  Train JSON: detectron2_dataset/shrub_train_sam.json
  Val JSON  : detectron2_dataset/shrub_val_sam.json
================================================================================

[TRAIN] GLOBAL SUMMARY
------------------------------------------------------------
  Patches              :      677
  Total annotations    :  118,180
  -- Shrubs (total)    :    2,158  (1.8% of all ann)
       SAM-refined     :      440  (20.4% of shrubs)
       Kept original   :    1,718
  -- Trees (hard-neg)  :   88,272
  -- Rocks (hard-neg)  :   27,750
  -- Total hard-neg    :  116,022

[VAL] GLOBAL SUMMARY
------------------------------------------------------------
  Patches              :      202
  Total annotations    :   39,411
  -- Shrubs (total)    :    2,402  (6.1% of all ann)
       SAM-refined     :      413  (17.2% of shrubs)
       Kept original   :    1,989
  -- Trees (hard-neg)  :   29,728
  -- Rocks (hard-neg)  :    7,281
  -- Total hard-neg    :   37,009

[TRAIN] PER-SITE BREAKDOWN
--------------------------------------------------------------------------------
  Site                                 Patches   Shrubs   SAMref    Trees    Rocks
  ----------------------------------------------------------------------------
  Calaveras_Big_trees                      365      104       8(   8%)    63845     7833
  Sedgwick_tile_895.npy                         Sedgwick                        0       0      15      65      n/a
  Sedgwick_tile_896.npy                         Sedgwick                        0       0      12      39      n/a
  Sedgwick_tile_898.npy                         Sedgwick                        0       0      24      56      n/a
  Sedgwick_tile_899.npy                         Sedgwick                        0       0      26      28      n/a
  Sedgwick_tile_900.npy                         Sedgwick                        0       0       2      35      n/a
  Sedgwick_tile_901.npy                         Sedgwick                        0       0      21      42      n/a
  Sedgwick_tile_902.npy                         Sedgwick                        0       0       5      89      n/a
  Sedgwick_tile_903.npy                         Sedgwick                        0       0       1      34      n/a
  Sedgwick_tile_904.npy                         Sedgwick                        0       0       4      30      n/a
  Sedgwick_tile_906.npy                         Sedgwick                        0       0       2      60      n/a
  Sedgwick_tile_907.npy                         Sedgwick                        0       0       7      87      n/a
  Sedgwick_tile_908.npy                         Sedgwick                        0       0      18      34      n/a
  Sedgwick_tile_911.npy                         Sedgwick                        0       0      10      43      n/a
  Sedgwick_tile_912.npy                         Sedgwick                        0       0      16      66      n/a
  Sedgwick_tile_913.npy                         Sedgwick                        0       0      45      32      n/a
  Sedgwick_tile_915.npy                         Sedgwick                        0       0      28      48      n/a
  Sedgwick_tile_916.npy                         Sedgwick                        0       0      13      79      n/a
  Sedgwick_tile_917.npy                         Sedgwick                        0       0      31      34      n/a
  Sedgwick_tile_919.npy                         Sedgwick                        0       0      19      40      n/a
  Sedgwick_tile_920.npy                         Sedgwick                        0       0       4      73      n/a
  Sedgwick_tile_921.npy                         Sedgwick                        0       0      27      42      n/a
  Sedgwick_tile_922.npy                         Sedgwick                        0       0      14      92      n/a
  Sedgwick_tile_923.npy                         Sedgwick                        0       0      32      41      n/a
  Sedgwick_tile_926.npy                         Sedgwick                        0       0      15      70      n/a
  Sedgwick_tile_927.npy                         Sedgwick                        0       0       6      21      n/a
  Sedgwick_tile_928.npy                         Sedgwick                        0       0      74      34      n/a
  Sedgwick_tile_935.npy                         Sedgwick                        0       0      31      49      n/a
  Sedgwick_tile_939.npy                         Sedgwick                        0       0       0      27      n/a
  Sedgwick_tile_940.npy                         Sedgwick                        0       0       5      33      n/a
  Sedgwick_tile_941.npy                         Sedgwick                        0       0      42      52      n/a
  Sedgwick_tile_945.npy                         Sedgwick                        0       0       7      66      n/a
  Sedgwick_tile_946.npy                         Sedgwick                        0       0      16      33      n/a
  Sedgwick_tile_949.npy                         Sedgwick                        0       0       5      50      n/a
  Sedgwick_tile_950.npy                         Sedgwick                        0       0      37      70      n/a
  Shaver_Lake_tile_1000.npy                     Shaver_Lake                     0       0      46     140      n/a
  Shaver_Lake_tile_1003.npy                     Shaver_Lake                     0       0     105      16      n/a
  Shaver_Lake_tile_1004.npy                     Shaver_Lake                     0       0     103      50      n/a
  Shaver_Lake_tile_951.npy                      Shaver_Lake                    16       4      51      72    207.4
  Shaver_Lake_tile_952.npy                      Shaver_Lake                    13       5      89      29     41.4
  Shaver_Lake_tile_953.npy                      Shaver_Lake                     6       2      61      32    142.1
  Shaver_Lake_tile_956.npy                      Shaver_Lake                    10       2      72      70    103.5
  Shaver_Lake_tile_957.npy                      Shaver_Lake                     6       2      61      34     12.1
  Shaver_Lake_tile_958.npy                      Shaver_Lake                    20      15      34      99    577.6
  Shaver_Lake_tile_959.npy                      Shaver_Lake                    16       0     125       9      3.4
  Shaver_Lake_tile_964.npy                      Shaver_Lake                     5       0     141       8      4.0
  Shaver_Lake_tile_965.npy                      Shaver_Lake                    12       4     105       8    278.8
  Shaver_Lake_tile_968.npy                      Shaver_Lake                     7       0     150      20      2.7
  Shaver_Lake_tile_969.npy                      Shaver_Lake                     6       2     164      12     30.6
  Shaver_Lake_tile_970.npy                      Shaver_Lake                     4       0      95      26      3.4
  Shaver_Lake_tile_971.npy                      Shaver_Lake                    18       5      55      28     29.7
  Shaver_Lake_tile_977.npy                      Shaver_Lake                     0       0      51      75      n/a
  Shaver_Lake_tile_978.npy                      Shaver_Lake                     0       0     118      15      n/a
  Shaver_Lake_tile_979.npy                      Shaver_Lake                     0       0     102      18      n/a
  Shaver_Lake_tile_983.npy                      Shaver_Lake                     0       0     114       9      n/a
  Shaver_Lake_tile_986.npy                      Shaver_Lake                     0       0      62      37      n/a
  Shaver_Lake_tile_987.npy                      Shaver_Lake                     0       0      43      22      n/a
  Shaver_Lake_tile_990.npy                      Shaver_Lake                     0       0      57      30      n/a
  Shaver_Lake_tile_991.npy                      Shaver_Lake                     0       0     101      65      n/a
  Shaver_Lake_tile_992.npy                      Shaver_Lake                     0       0     113       3      n/a
  Shaver_Lake_tile_994.npy                      Shaver_Lake                     0       0      43      20      n/a
  Shaver_Lake_tile_995.npy                      Shaver_Lake                     0       0      52     111      n/a
  Shaver_Lake_tile_996.npy                      Shaver_Lake                     0       0      51     115      n/a
  Shaver_Lake_tile_999.npy                      Shaver_Lake                     0       0      88       7      n/a

[VAL] PER-PATCH DETAIL  (202 patches)
----------------------------------------------------------------------------------------------------
  Patch                                         Site                       Shrubs  SAMref   Trees   Rocks  AvgArea
  ------------------------------------------------------------------------------------------------
  Calaveras_Big_trees_tile_0.npy                Calaveras_Big_trees             1       0     167       0      4.0
  Calaveras_Big_trees_tile_1.npy                Calaveras_Big_trees            27       0     167       0      3.5
  Calaveras_Big_trees_tile_10.npy               Calaveras_Big_trees            11       0     165       0      3.6
  Calaveras_Big_trees_tile_100.npy              Calaveras_Big_trees            12       0     246       0      3.4
  Calaveras_Big_trees_tile_101.npy              Calaveras_Big_trees             8       0     257       0      3.5
  Calaveras_Big_trees_tile_102.npy              Calaveras_Big_trees            19       0     189      15      3.4
  Calaveras_Big_trees_tile_103.npy              Calaveras_Big_trees            10       0     254       1      3.1
  Calaveras_Big_trees_tile_104.npy              Calaveras_Big_trees             6       0     224       0      3.4
  Calaveras_Big_trees_tile_105.npy              Calaveras_Big_trees             9       0     231       0      3.4
  Calaveras_Big_trees_tile_106.npy              Calaveras_Big_trees            10       0     230       0      3.6
  Calaveras_Big_trees_tile_11.npy               Calaveras_Big_trees            25       0     207       0      3.4
  Calaveras_Big_trees_tile_12.npy               Calaveras_Big_trees            17       0     192       0      3.5
  Calaveras_Big_trees_tile_15.npy               Calaveras_Big_trees            21       0     223       1      3.4
  Calaveras_Big_trees_tile_16.npy               Calaveras_Big_trees            24       0     213       1      3.2
  Calaveras_Big_trees_tile_17.npy               Calaveras_Big_trees            30       0     151       4      3.5
  Calaveras_Big_trees_tile_18.npy               Calaveras_Big_trees            20       0     172       2      3.3
  Calaveras_Big_trees_tile_19.npy               Calaveras_Big_trees             6       0     201       0      3.3
  Calaveras_Big_trees_tile_2.npy                Calaveras_Big_trees            21       0     159       0      3.5
  Calaveras_Big_trees_tile_20.npy               Calaveras_Big_trees            13       0     215       0      3.3
  Calaveras_Big_trees_tile_21.npy               Calaveras_Big_trees            18       0     220       0      3.7
  Calaveras_Big_trees_tile_22.npy               Calaveras_Big_trees            17       0     248       0      3.8
  Calaveras_Big_trees_tile_23.npy               Calaveras_Big_trees             2       0     187       0      4.8
  Calaveras_Big_trees_tile_24.npy               Calaveras_Big_trees             3       0     205       0      4.3
  Calaveras_Big_trees_tile_25.npy               Calaveras_Big_trees            31       0     189       0      3.4
  Calaveras_Big_trees_tile_26.npy               Calaveras_Big_trees            27       0     215       0      3.4
  Calaveras_Big_trees_tile_27.npy               Calaveras_Big_trees             4       2     151      47     53.6
  Calaveras_Big_trees_tile_28.npy               Calaveras_Big_trees            10       4     149      38     41.6
  Calaveras_Big_trees_tile_29.npy               Calaveras_Big_trees            20       0     210       0      3.4
  Calaveras_Big_trees_tile_3.npy                Calaveras_Big_trees             6       1     190       0     29.1
  Calaveras_Big_trees_tile_30.npy               Calaveras_Big_trees            19       0     214       0      3.4
  Calaveras_Big_trees_tile_31.npy               Calaveras_Big_trees            16       0     289       1      3.6
  Calaveras_Big_trees_tile_32.npy               Calaveras_Big_trees            10       0     274       2      3.1
  Calaveras_Big_trees_tile_33.npy               Calaveras_Big_trees             6       1     143     144     10.2
  Calaveras_Big_trees_tile_34.npy               Calaveras_Big_trees             8       1     149     100      5.4
  Calaveras_Big_trees_tile_35.npy               Calaveras_Big_trees            15       4     113      79     17.2
  Calaveras_Big_trees_tile_37.npy               Calaveras_Big_trees            13       5     258      10     37.0
  Calaveras_Big_trees_tile_38.npy               Calaveras_Big_trees             9       2     279       8     36.0
  Calaveras_Big_trees_tile_39.npy               Calaveras_Big_trees            28       0     259       0      3.4
  Calaveras_Big_trees_tile_4.npy                Calaveras_Big_trees            10       1     184       0     18.9
  Calaveras_Big_trees_tile_40.npy               Calaveras_Big_trees            14       0     251       0      3.3
  Calaveras_Big_trees_tile_41.npy               Calaveras_Big_trees             5       0     221       0      4.2
  Calaveras_Big_trees_tile_42.npy               Calaveras_Big_trees             3       0     207       0      3.5
  Calaveras_Big_trees_tile_43.npy               Calaveras_Big_trees             7       0     198       0      3.4
  Calaveras_Big_trees_tile_44.npy               Calaveras_Big_trees             9       0     198       0      3.7
  Calaveras_Big_trees_tile_45.npy               Calaveras_Big_trees             7       0     231       0      4.4
  Calaveras_Big_trees_tile_46.npy               Calaveras_Big_trees             3       0     239       0      3.3
  Calaveras_Big_trees_tile_47.npy               Calaveras_Big_trees            10       0     232       0      4.0
  Calaveras_Big_trees_tile_48.npy               Calaveras_Big_trees             8       0     248       0      3.8
  Calaveras_Big_trees_tile_49.npy               Calaveras_Big_trees             5       0     198       0      4.0
  Calaveras_Big_trees_tile_5.npy                Calaveras_Big_trees             5       0     191       1      3.7
  Calaveras_Big_trees_tile_50.npy               Calaveras_Big_trees             5       0     196       0      4.7
  Calaveras_Big_trees_tile_51.npy               Calaveras_Big_trees             8       0     214       0      3.5
  Calaveras_Big_trees_tile_52.npy               Calaveras_Big_trees             2       0     213       0      3.8
  Calaveras_Big_trees_tile_54.npy               Calaveras_Big_trees             2       0     211       0      4.2
  Calaveras_Big_trees_tile_55.npy               Calaveras_Big_trees            17       0     224       0      3.6
  Calaveras_Big_trees_tile_56.npy               Calaveras_Big_trees            19       0     238       0      3.4
  Calaveras_Big_trees_tile_57.npy               Calaveras_Big_trees            13       0     226       0      3.4
  Calaveras_Big_trees_tile_58.npy               Calaveras_Big_trees            10       0     259       0      3.9
  Calaveras_Big_trees_tile_59.npy               Calaveras_Big_trees             7       0     243       0      3.5
  Calaveras_Big_trees_tile_6.npy                Calaveras_Big_trees            10       1     202       0      7.0
  Calaveras_Big_trees_tile_60.npy               Calaveras_Big_trees             3       0     224       0      3.2
  Calaveras_Big_trees_tile_61.npy               Calaveras_Big_trees             5       0     224       0      3.4
  Calaveras_Big_trees_tile_62.npy               Calaveras_Big_trees             5       0     218       0      3.5
  Calaveras_Big_trees_tile_63.npy               Calaveras_Big_trees            15       1     216       0      6.5
  Calaveras_Big_trees_tile_64.npy               Calaveras_Big_trees            16       0     191       0      3.7
  Calaveras_Big_trees_tile_67.npy               Calaveras_Big_trees             5       0     231       0      4.2
  Calaveras_Big_trees_tile_68.npy               Calaveras_Big_trees             3       0     220       0      4.2
  Calaveras_Big_trees_tile_69.npy               Calaveras_Big_trees            12       0     238       0      3.4
  Calaveras_Big_trees_tile_7.npy                Calaveras_Big_trees            19       3     181       5     42.8
  Calaveras_Big_trees_tile_70.npy               Calaveras_Big_trees             9       0     192       0      3.8
  Calaveras_Big_trees_tile_71.npy               Calaveras_Big_trees            11       0     190       0      3.4
  Calaveras_Big_trees_tile_72.npy               Calaveras_Big_trees            16       0     194       0      3.4
  Calaveras_Big_trees_tile_73.npy               Calaveras_Big_trees             2       0     209       0      3.2
  Calaveras_Big_trees_tile_74.npy               Calaveras_Big_trees             8       0     204       1      3.3
  Calaveras_Big_trees_tile_75.npy               Calaveras_Big_trees            12       0     240       0      3.6
  Calaveras_Big_trees_tile_76.npy               Calaveras_Big_trees             1       0     163       6      3.5
  Calaveras_Big_trees_tile_78.npy               Calaveras_Big_trees             2       0     209       0      3.5
  Calaveras_Big_trees_tile_79.npy               Calaveras_Big_trees            10       0     220       0      3.5
  Calaveras_Big_trees_tile_80.npy               Calaveras_Big_trees             2       0     239       0      3.2
  Calaveras_Big_trees_tile_81.npy               Calaveras_Big_trees             4       0     207       0      3.6
  Calaveras_Big_trees_tile_82.npy               Calaveras_Big_trees             9       1     135      58      5.2
  Calaveras_Big_trees_tile_83.npy               Calaveras_Big_trees            10       0     185      34      3.4
  Calaveras_Big_trees_tile_84.npy               Calaveras_Big_trees             4       0     195      10      3.9
  Calaveras_Big_trees_tile_85.npy               Calaveras_Big_trees             3       0     217       0      3.5
  Calaveras_Big_trees_tile_86.npy               Calaveras_Big_trees             7       0     262       0      3.4
  Calaveras_Big_trees_tile_87.npy               Calaveras_Big_trees            10       5     165      32     49.0
  Calaveras_Big_trees_tile_88.npy               Calaveras_Big_trees            11       0     204       7      3.3
  Calaveras_Big_trees_tile_89.npy               Calaveras_Big_trees             2       0     235       2      3.2
  Calaveras_Big_trees_tile_9.npy                Calaveras_Big_trees             3       0     187       0      3.3
  Calaveras_Big_trees_tile_90.npy               Calaveras_Big_trees             8       0     251       0      3.6
  Calaveras_Big_trees_tile_91.npy               Calaveras_Big_trees             9       0     264       0      3.4
  Calaveras_Big_trees_tile_92.npy               Calaveras_Big_trees             7       0     184      28      3.3
  Calaveras_Big_trees_tile_93.npy               Calaveras_Big_trees             7       0     229       1      3.1
  Calaveras_Big_trees_tile_94.npy               Calaveras_Big_trees             6       0     252       0      3.5
  Calaveras_Big_trees_tile_95.npy               Calaveras_Big_trees             4       0     246       0      3.0
  Calaveras_Big_trees_tile_96.npy               Calaveras_Big_trees             8       0     239       0      3.6
  Calaveras_Big_trees_tile_98.npy               Calaveras_Big_trees             5       0     228       1      3.6
  Calaveras_Big_trees_tile_99.npy               Calaveras_Big_trees             8       0     246       0      3.4
  DL_Bliss_tile_491.npy                         DL_Bliss                        6       1     166      15     22.2
  DL_Bliss_tile_495.npy                         DL_Bliss                       26       8     123      12    101.5
  DL_Bliss_tile_497.npy                         DL_Bliss                        9       0     129      19      3.6
  DL_Bliss_tile_499.npy                         DL_Bliss                       12       0      36     149      3.7
  DL_Bliss_tile_502.npy                         DL_Bliss                        9       7      38     174    426.4
  DL_Bliss_tile_505.npy                         DL_Bliss                       14       3     131      31     28.9
  DL_Bliss_tile_506.npy                         DL_Bliss                        7       0     105      52      3.6
  DL_Bliss_tile_509.npy                         DL_Bliss                       16      10      59     100    219.6
  DL_Bliss_tile_511.npy                         DL_Bliss                       17       4      68      54     44.8
  DL_Bliss_tile_513.npy                         DL_Bliss                       12      10      87      38    152.3
  DL_Bliss_tile_514.npy                         DL_Bliss                       17      11      89      57     63.3
  DL_Bliss_tile_515.npy                         DL_Bliss                       15       7      64      89     58.0
  Independence_Lake_tile_553.npy                Independence_Lake              24       0     139      44      3.2
  Independence_Lake_tile_555.npy                Independence_Lake              18      12     170      24     49.6
  Independence_Lake_tile_558.npy                Independence_Lake              23      15     166      40    119.0
  Independence_Lake_tile_559.npy                Independence_Lake              22       7     166      23     45.7
  Independence_Lake_tile_560.npy                Independence_Lake               7       0     162      31      3.4
  Independence_Lake_tile_561.npy                Independence_Lake              17       2     102      38      7.6
  Independence_Lake_tile_563.npy                Independence_Lake              17       3     148      31     21.8
  Independence_Lake_tile_564.npy                Independence_Lake              13       0     134      39      3.4
  Independence_Lake_tile_566.npy                Independence_Lake              30      13      86      57     93.5
  Independence_Lake_tile_567.npy                Independence_Lake              17       1      98      44      6.2
  Independence_Lake_tile_568.npy                Independence_Lake              21       5      94      36     19.7
  Independence_Lake_tile_570.npy                Independence_Lake               5       0     161      25      3.3
  Independence_Lake_tile_571.npy                Independence_Lake              25      13      66      57    310.4
  Independence_Lake_tile_572.npy                Independence_Lake              15      11      78      61    122.5
  Independence_Lake_tile_573.npy                Independence_Lake               9       1      91      52      6.2
  Independence_Lake_tile_575.npy                Independence_Lake              23      11     123      33     58.1
  Independence_Lake_tile_576.npy                Independence_Lake               5       3      75      45    336.7
  Independence_Lake_tile_577.npy                Independence_Lake               4       3     138      31     21.0
  Independence_Lake_tile_578.npy                Independence_Lake              10       0      97      20      3.5
  Independence_Lake_tile_581.npy                Independence_Lake              25       9     104      92    157.0
  Independence_Lake_tile_582.npy                Independence_Lake              21      16      77      53    407.0
  Independence_Lake_tile_583.npy                Independence_Lake              13       1     140      51      3.5
  Independence_Lake_tile_585.npy                Independence_Lake              26      11     209      29     27.2
  Independence_Lake_tile_586.npy                Independence_Lake               5       2     179      10    161.0
  Independence_Lake_tile_588.npy                Independence_Lake              17       3     109      47     28.4
  Independence_Lake_tile_589.npy                Independence_Lake               9       1     151      27      6.0
  Independence_Lake_tile_590.npy                Independence_Lake              22       6      42      67      8.8
  Independence_Lake_tile_591.npy                Independence_Lake              17       7      59      81     29.7
  Independence_Lake_tile_592.npy                Independence_Lake              23       7      92      82     73.9
  Independence_Lake_tile_594.npy                Independence_Lake               7       3     105      44     19.9
  Independence_Lake_tile_598.npy                Independence_Lake               9       3     126      24     44.9
  Independence_Lake_tile_599.npy                Independence_Lake              15       2      94      61     27.5
  Independence_Lake_tile_603.npy                Independence_Lake               9       4      40     114     82.4
  Independence_Lake_tile_606.npy                Independence_Lake              11       1      20     200      5.4
  Independence_Lake_tile_607.npy                Independence_Lake              18       0      44      85      3.3
  Pacific_Union_tile_728.npy                    Pacific_Union                  21       0     265       0      3.4
  Pacific_Union_tile_729.npy                    Pacific_Union                  10       0     259       0      3.1
  Pacific_Union_tile_735.npy                    Pacific_Union                  28       0     115       2      3.3
  Pacific_Union_tile_750.npy                    Pacific_Union                  12       0     198       0      3.5
  Pacific_Union_tile_751.npy                    Pacific_Union                  17       0       0       0      3.4
  Pacific_Union_tile_755.npy                    Pacific_Union                  13       0     196       0      3.5
  Pacific_Union_tile_758.npy                    Pacific_Union                  13       1     132       0      6.8
  Pacific_Union_tile_761.npy                    Pacific_Union                   4       0     223       0      3.2
  Pacific_Union_tile_765.npy                    Pacific_Union                  17       0     195       0      3.5
  Pacific_Union_tile_767.npy                    Pacific_Union                  17       0     150       6      3.4
  Pacific_Union_tile_773.npy                    Pacific_Union                  26       0     166       0      3.3
  Sedgwick_tile_778.npy                         Sedgwick                       12       0       2     201      3.6
  Sedgwick_tile_782.npy                         Sedgwick                        5       1       3     113    149.6
  Sedgwick_tile_786.npy                         Sedgwick                        4       0       8     156      3.8
  Sedgwick_tile_791.npy                         Sedgwick                       17       7       2     186    108.2
  Sedgwick_tile_792.npy                         Sedgwick                       10       4       4     205    184.8
  Sedgwick_tile_795.npy                         Sedgwick                       17      15      16     115   1031.4
  Sedgwick_tile_804.npy                         Sedgwick                        8       6       1     201   1828.2
  Sedgwick_tile_815.npy                         Sedgwick                        8       1      49      55     94.9
  Sedgwick_tile_817.npy                         Sedgwick                       16       3       0     236     24.4
  Sedgwick_tile_821.npy                         Sedgwick                        8       4      14      66     16.3
  Sedgwick_tile_833.npy                         Sedgwick                       11       1      82      37      8.0
  Sedgwick_tile_834.npy                         Sedgwick                        5       1     105      57      7.3
  Sedgwick_tile_835.npy                         Sedgwick                        3       1      98      63     28.2
  Sedgwick_tile_836.npy                         Sedgwick                       12       6      86      55     21.7
  Sedgwick_tile_837.npy                         Sedgwick                        8       3      45      66     30.4
  Sedgwick_tile_838.npy                         Sedgwick                        7       5      76      63     41.5
  Sedgwick_tile_839.npy                         Sedgwick                       17       6      75      90     17.0
  Sedgwick_tile_841.npy                         Sedgwick                       15       2      48     102    123.2
  Sedgwick_tile_849.npy                         Sedgwick                       11       2       7     125      9.4
  Sedgwick_tile_852.npy                         Sedgwick                        1       1      19      97    122.0
  Sedgwick_tile_853.npy                         Sedgwick                       13       1       4     118     28.8
  Sedgwick_tile_854.npy                         Sedgwick                       10       1       4     124      5.5
  Sedgwick_tile_855.npy                         Sedgwick                       13       2      16      96    380.1
  Sedgwick_tile_856.npy                         Sedgwick                       27       0      18      82      3.4
  Sedgwick_tile_857.npy                         Sedgwick                        9       9      12      70   1276.1
  Sedgwick_tile_858.npy                         Sedgwick                        6       2      13      79    166.2
  Sedgwick_tile_872.npy                         Sedgwick                       13       2     100      56     11.6
  Sedgwick_tile_876.npy                         Sedgwick                       16       3      26      61     37.7
  Sedgwick_tile_879.npy                         Sedgwick                        2       1      10     221     16.2
  Sedgwick_tile_881.npy                         Sedgwick                        3       0      33      81      3.5
  Sedgwick_tile_885.npy                         Sedgwick                       10       2      25     105      9.6
  Sedgwick_tile_889.npy                         Sedgwick                        5       2      39      91     19.1
  Sedgwick_tile_891.npy                         Sedgwick                       12       6      33      64    357.9
  Sedgwick_tile_892.npy                         Sedgwick                        8       5      47      54    377.7
  Sedgwick_tile_893.npy                         Sedgwick                       13       7      33      87    729.1
  Shaver_Lake_tile_954.npy                      Shaver_Lake                    19       9      48      76    262.0
  Shaver_Lake_tile_955.npy                      Shaver_Lake                    14       9      48      59    662.1
  Shaver_Lake_tile_960.npy                      Shaver_Lake                    11       1      94      12     18.6
  Shaver_Lake_tile_961.npy                      Shaver_Lake                    23       0      62      69      3.3
  Shaver_Lake_tile_962.npy                      Shaver_Lake                     7       3     126       4    102.9
  Shaver_Lake_tile_963.npy                      Shaver_Lake                     5       1      80      30     24.1
  Shaver_Lake_tile_966.npy                      Shaver_Lake                    13       0     130      10      3.2
  Shaver_Lake_tile_967.npy                      Shaver_Lake                     5       4      67      27    180.3
  Shaver_Lake_tile_972.npy                      Shaver_Lake                    14       2      80      60     21.2
  Shaver_Lake_tile_973.npy                      Shaver_Lake                    14       0      97      11      3.4
  Shaver_Lake_tile_974.npy                      Shaver_Lake                    20       2     101      10      6.3

ANNOTATION QUALITY PROXIES
------------------------------------------------------------
  [TRAIN]
    Patches with >=1 shrub       :    180
    Patches with SAM-refined shrub:    107
    Empty patches (no shrubs)    :    497
    Mean shrub mask area (px2)   :    156.0
    Median shrub mask area (px2) :     10.4
    Min / Max shrub area (px2)   :      2.7 / 1810.7
    Class ratio tree:shrub       :     40.9:1
    Class ratio rock:shrub       :     12.9:1
    Class ratio (tree+rock):shrub:     53.8:1

  [VAL]
    Patches with >=1 shrub       :    202
    Patches with SAM-refined shrub:     92
    Empty patches (no shrubs)    :      0
    Mean shrub mask area (px2)   :     62.9
    Median shrub mask area (px2) :      4.0
    Min / Max shrub area (px2)   :      3.0 / 1828.2
    Class ratio tree:shrub       :     12.4:1
    Class ratio rock:shrub       :      3.0:1
    Class ratio (tree+rock):shrub:     15.4:1

================================================================================
END OF LOG
================================================================================
